250,0,0
208,42,0
166,85,0
125,127,0
83,170,0
41,212,0
0,255,0
0,212,42
0,170,85
0,127,127
0,85,170
0,42,212
0,0,255
42,42,212
85,85,170
127,127,127
170,170,85
212,212,42
255,255,0
255,212,42
255,170,85
255,127,127
255,85,170
255,42,212
255,0,255
212,42,255
170,85,255
127,127,255
85,170,255
42,212,255
0,255,255
42,255,255
85,255,255
127,255,255
170,255,255
212,255,255
255,255,255
